id,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,saleprice,pid,ms_subclass,ms_zoning,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,sale_type
2779,95.0,13450.0,7.0,5.0,2002.0,2002.0,0.0,700.0,0.0,216.0,916.0,920.0,941.0,0.0,1861.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2002.0,2.0,492.0,146.0,91.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,200000.0,907192010,60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,BuiltIn,RFn,TA,TA,Y,None,None,None,WD 
953,75.0,10125.0,5.0,5.0,1977.0,1977.0,0.0,0.0,0.0,0.0,0.0,1302.0,432.0,0.0,1734.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1977.0,2.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,126000.0,914476020,90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,None,None,None,None,None,GasA,TA,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,COD
658,80.0,8146.0,4.0,8.0,1900.0,2003.0,0.0,0.0,0.0,405.0,405.0,717.0,322.0,0.0,1039.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,1940.0,1.0,281.0,0.0,0.0,168.0,0.0,111.0,0.0,0.0,5.0,2009.0,114000.0,535377150,70,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,WD 
714,60.0,9600.0,4.0,4.0,1910.0,1950.0,0.0,0.0,0.0,677.0,677.0,833.0,677.0,0.0,1510.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,0.0,1974.0,2.0,720.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,6.0,2009.0,87500.0,902301060,70,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,WD 
1637,98.0,12328.0,8.0,5.0,2005.0,2005.0,146.0,986.0,0.0,163.0,1149.0,1164.0,1377.0,0.0,2541.0,1.0,0.0,3.0,1.0,4.0,1.0,10.0,1.0,2005.0,3.0,729.0,120.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,349265.0,527212060,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,None,None,None,WD 
538,76.0,10141.0,8.0,5.0,2004.0,2004.0,264.0,516.0,774.0,222.0,1512.0,1512.0,0.0,0.0,1512.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2004.0,3.0,845.0,210.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,203000.0,531369020,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD 
546,65.0,8529.0,7.0,5.0,2001.0,2001.0,0.0,20.0,0.0,1434.0,1454.0,1434.0,0.0,0.0,1434.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2001.0,2.0,527.0,290.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,189000.0,531385020,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
533,65.0,8127.0,7.0,5.0,2003.0,2003.0,0.0,410.0,0.0,402.0,812.0,812.0,841.0,0.0,1653.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2003.0,2.0,628.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,209000.0,528490070,60,FV,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD 
718,70.0,8400.0,6.0,7.0,1900.0,1950.0,0.0,0.0,0.0,917.0,917.0,1090.0,917.0,0.0,2007.0,0.0,0.0,2.0,0.0,3.0,1.0,8.0,0.0,1930.0,1.0,357.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,160000.0,902327070,70,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,GasA,Gd,Y,FuseA,Ex,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
1830,44.0,10751.0,5.0,5.0,1974.0,1974.0,44.0,787.0,0.0,250.0,1037.0,1037.0,0.0,0.0,1037.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1974.0,2.0,431.0,136.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,129000.0,532479050,20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Fa,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,WD 
2929,77.0,10010.0,5.0,5.0,1974.0,1975.0,0.0,1071.0,123.0,195.0,1389.0,1389.0,0.0,0.0,1389.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1975.0,2.0,418.0,240.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,170000.0,924100070,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
2207,40.0,4280.0,5.0,6.0,1913.0,2002.0,0.0,365.0,0.0,75.0,440.0,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1990.0,1.0,352.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,2007.0,90350.0,909254140,30,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,Gd,Typ,Gd,Detchd,Unf,Gd,TA,P,None,MnPrv,None,WD 
1417,60.0,9600.0,6.0,5.0,1924.0,1950.0,0.0,0.0,0.0,572.0,572.0,572.0,524.0,0.0,1096.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,128.0,0.0,0.0,0.0,0.0,4.0,2008.0,79000.0,905480150,50,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,FuseF,TA,Typ,None,None,None,None,None,N,None,None,None,WD 
2787,70.0,9800.0,5.0,7.0,1972.0,1972.0,0.0,894.0,0.0,0.0,894.0,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1975.0,2.0,552.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,149900.0,907203040,20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdWo,None,WD 
1037,63.0,7560.0,5.0,5.0,1971.0,1971.0,0.0,119.0,613.0,132.0,864.0,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1977.0,2.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,123000.0,527403360,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
2659,60.0,9600.0,4.0,2.0,1900.0,1950.0,0.0,0.0,0.0,1095.0,1095.0,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,1920.0,3.0,779.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,5.0,2006.0,87000.0,902305090,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasW,Fa,N,SBrkr,TA,Min2,None,2Types,Unf,Fa,Fa,N,None,None,None,WD 
1567,76.0,9880.0,6.0,6.0,1977.0,1977.0,0.0,522.0,0.0,574.0,1096.0,1118.0,0.0,0.0,1118.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1977.0,1.0,358.0,203.0,0.0,0.0,0.0,0.0,576.0,0.0,7.0,2008.0,171000.0,914475020,80,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Attchd,Fin,TA,TA,Y,Gd,GdPrv,None,WD 
1225,80.0,9600.0,6.0,5.0,1950.0,1950.0,0.0,280.0,0.0,752.0,1032.0,1032.0,220.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1950.0,1.0,288.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,4.0,2008.0,119000.0,534477080,50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
685,70.0,7931.0,5.0,5.0,1959.0,1959.0,0.0,1148.0,0.0,0.0,1148.0,1148.0,0.0,0.0,1148.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1959.0,1.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,132500.0,535453200,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,GdPrv,None,WD 
1358,69.05520046484602,5100.0,8.0,7.0,1925.0,1996.0,0.0,0.0,0.0,588.0,588.0,833.0,833.0,0.0,1666.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1925.0,1.0,228.0,192.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,161000.0,903427090,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD 
1461,69.05520046484602,9720.0,9.0,5.0,2001.0,2002.0,134.0,1194.0,0.0,163.0,1357.0,1366.0,581.0,0.0,1947.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2001.0,3.0,725.0,168.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,274000.0,907255030,60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,None,None,None,WD 
221,70.0,8521.0,5.0,5.0,1967.0,1967.0,0.0,842.0,0.0,70.0,912.0,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,1.0,1974.0,1.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,125000.0,905104210,20,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD 
2187,52.0,8741.0,5.0,6.0,1946.0,1950.0,0.0,0.0,0.0,1195.0,1195.0,1195.0,0.0,0.0,1195.0,0.0,0.0,2.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,98500.0,908225310,90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,None,None,None,None,None,N,None,GdWo,None,WD 
2504,89.0,12461.0,8.0,5.0,1994.0,1995.0,0.0,1456.0,0.0,168.0,1624.0,1624.0,0.0,0.0,1624.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1994.0,3.0,757.0,0.0,114.0,192.0,0.0,0.0,0.0,0.0,7.0,2006.0,262000.0,533128090,20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,None,GdPrv,None,WD 
855,76.0,6950.0,5.0,7.0,1979.0,1979.0,40.0,710.0,72.0,132.0,914.0,914.0,0.0,0.0,914.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1979.0,2.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,134900.0,907201280,20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
2258,115.0,16905.0,5.0,6.0,1959.0,1959.0,0.0,967.0,0.0,383.0,1350.0,1328.0,0.0,0.0,1328.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1959.0,1.0,308.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,170000.0,916326040,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,P,None,None,None,WD 
2205,53.0,7155.0,6.0,8.0,1926.0,1991.0,0.0,0.0,0.0,686.0,686.0,686.0,775.0,0.0,1461.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1926.0,1.0,225.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,7.0,2007.0,135000.0,909254100,70,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,None,MnPrv,None,WD 
1158,69.05520046484602,9205.0,6.0,5.0,1990.0,1991.0,304.0,704.0,0.0,226.0,930.0,1364.0,1319.0,0.0,2683.0,1.0,0.0,2.0,1.0,4.0,1.0,9.0,2.0,1990.0,2.0,473.0,237.0,251.0,0.0,0.0,196.0,0.0,0.0,6.0,2008.0,290000.0,533125080,60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD 
1741,64.0,7697.0,7.0,6.0,2007.0,2007.0,0.0,0.0,0.0,1246.0,1246.0,1258.0,0.0,0.0,1258.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2007.0,2.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,173500.0,528222090,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,None,None,None,New
2735,78.0,7800.0,5.0,8.0,1948.0,2002.0,0.0,603.0,0.0,293.0,896.0,1112.0,896.0,0.0,2008.0,1.0,0.0,3.0,0.0,3.0,1.0,8.0,0.0,1948.0,1.0,230.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,225000.0,905426100,20,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
1888,69.05520046484602,14357.0,5.0,5.0,1961.0,1961.0,0.0,311.0,167.0,386.0,864.0,1187.0,0.0,0.0,1187.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,1.0,1961.0,2.0,440.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,140500.0,534278150,20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,CWD
2121,65.0,8775.0,5.0,5.0,1994.0,1994.0,0.0,495.0,0.0,495.0,990.0,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1996.0,1.0,299.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,126000.0,907125120,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
1176,24.0,2645.0,8.0,5.0,1999.0,1999.0,466.0,612.0,0.0,348.0,960.0,962.0,624.0,0.0,1586.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1999.0,2.0,480.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,170000.0,533236060,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,None,None,WD 
2773,43.0,13568.0,5.0,5.0,1995.0,1995.0,0.0,716.0,0.0,274.0,990.0,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,0.0,1996.0,2.0,576.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,156000.0,907135230,20,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,None,None,None,WD 
2619,47.0,16321.0,5.0,6.0,1957.0,1997.0,0.0,1277.0,0.0,207.0,1484.0,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,6.0,2.0,1957.0,1.0,319.0,288.0,258.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,207500.0,535426195,20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,Gd,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,None,None,None,WD 
1796,72.0,8640.0,8.0,5.0,2007.0,2007.0,0.0,350.0,0.0,546.0,896.0,896.0,896.0,0.0,1792.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2007.0,2.0,590.0,184.0,96.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,255000.0,528458080,60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,None,None,None,New
1598,21.0,1596.0,4.0,6.0,1973.0,1973.0,0.0,437.0,0.0,25.0,462.0,526.0,462.0,0.0,988.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,1973.0,1.0,297.0,0.0,101.0,0.0,120.0,0.0,0.0,0.0,7.0,2008.0,94900.0,923225370,180,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,BuiltIn,RFn,TA,TA,Y,None,GdWo,None,WD 
1965,70.0,7315.0,5.0,6.0,1958.0,1958.0,0.0,625.0,0.0,545.0,1170.0,1170.0,0.0,0.0,1170.0,0.0,1.0,1.0,0.0,3.0,1.0,6.0,1.0,1958.0,1.0,338.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,3.0,2007.0,140000.0,535453150,20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,None,None,None,WD 
2651,42.0,7614.0,3.0,5.0,1905.0,1950.0,0.0,0.0,0.0,738.0,738.0,714.0,662.0,0.0,1376.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,1930.0,1.0,216.0,0.0,0.0,104.0,0.0,225.0,0.0,0.0,3.0,2006.0,96900.0,902134060,70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,N,None,None,None,WD 
609,69.05520046484602,11000.0,5.0,6.0,1966.0,1966.0,200.0,740.0,230.0,184.0,1154.0,1154.0,0.0,0.0,1154.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1966.0,2.0,480.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,154000.0,534402140,20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,Po,Attchd,RFn,TA,TA,Y,None,MnPrv,None,WD 
1990,69.05520046484602,10337.0,8.0,9.0,1910.0,1999.0,0.0,0.0,0.0,725.0,725.0,909.0,863.0,0.0,1772.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,0.0,1992.0,2.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,184900.0,902300020,70,RM,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,N,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,None,MnPrv,None,WD 
